original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ","... plot holes so big and obvious a marching bands might as well be stomping through them in clown suits , playing a college football fight song on classical instruments . ",0.002519667149,0.004295170307,0,0,0,20,Failed,,TRUE
but it 's too long and too convoluted and it ends in a muddle . ,but it 's too long and too convoluted and it ends in a muddle . ,0.0008429288864,0.0008429288864,0,0,0,1,Failed,,FALSE
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,one of the best films of the 1970s with its exploration of the obstacle to happiness confronted by five contemporary individuals ... a psychological masterpiece . ,0.0002593398094,0.0004186034203,1,1,1,10,Failed,,TRUE
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ","although german cuisine does not come easily to mind when considering the world 's finest cuisine , mostly martha could make germany a popular destination for hungry tourists . ",0.002035140991,0.005782008171,1,1,1,16,Failed,,TRUE
"if the first men in black was money , the second is small change . ","if the first men in black was money , the second is small change . ",0.02676075697,0.02676075697,0,0,0,2,Failed,,FALSE
do n't be fooled by the impressive cast list - eye see you is pure junk . ,do never be fooled by the impressive cast list - eye seeing you is pure junk . ,0.00948536396,0.07637661695,0,0,0,9,Failed,,TRUE
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ","another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",0.9470756054,0.9470756054,0,0,1,1,Skipped,,
scorsese does n't give us a character worth giving a damn about . ,scorsese does never give us a character worth giving a damn about . ,0.002313494682,0.002743184566,0,0,0,4,Failed,,TRUE
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ","with rabbit-proof fences , noyce has tailored an epic story into a lean , economical movie . ",0.0004929304123,0.000570833683,1,1,1,4,Failed,,TRUE
the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,the plot convolutions ultimately added up to anything more than jerking the audience 's chain . ,0.001598656178,0.003211975098,0,0,0,4,Failed,,TRUE
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,0.0002695918083,0.0002695918083,1,1,1,1,Failed,,FALSE
does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does little more than play an innocuous game of fill - lives with a tragic past . ,0.002547442913,0.003198981285,0,0,0,13,Failed,,TRUE
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ","feature film d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",0.0008374452591,0.0008645653725,1,1,1,36,Failed,,TRUE
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ","it does nothing new with the old story , except to display fisticuffs in this kind of surreal slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0.002578258514,0.0116263628,0,0,0,21,Failed,,TRUE
"one of those energetic surprises , an original that pleases almost everyone who sees it . ","one of those energetic surprises , an original that pleases virtually anybody who sees it . ",0.0002350211143,0.0002872347832,1,1,1,9,Failed,,TRUE
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ","seldahl 's barbara is a precise and moving depiction of somebody whose world is turned upside down , firstly by passion and then by illness . ",0.0005122423172,0.0005677342415,1,1,1,7,Failed,,TRUE
"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ","passable entertainment , but it 's the genre of motion picture that did never make much of a splash when it 's released , and will not be remembered long afterwards . ",0.06297749281,0.4488105178,0,0,0,12,Failed,,TRUE
the film 's tone and pacing are off almost from the get-go . ,the film 's tone and pacing are off almost from the get-go . ,0.001399457455,0.001399457455,0,0,0,1,Failed,,FALSE
lovely and poignant . ,lovely and poignant . ,0.0002395510674,0.0002395510674,1,1,1,1,Failed,,FALSE
"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ","a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0.001770198345,0.001770198345,0,0,0,2,Failed,,FALSE
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ","( director ) o'fallon manages to put some lovely pictures up on the wide screen , but his skill at telling a tale -- he also contributes to the screenplay -- falls short . ",0.09181088209,0.1053263545,0,0,0,14,Failed,,TRUE
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ","offers very small true romance and even fewer laughs ... a sad sitcom of a film , mostly devoid of charm . ",0.0007410645485,0.001082539558,0,0,0,6,Failed,,TRUE
"though only 60 minutes long , the film is packed with information and impressions . ","though only 60 minutes longer , the movie is interspersed with information and impressions . ",0.0005392432213,0.04215931892,1,1,1,5,Failed,,TRUE
just not campy enough ,just not campy enough ,0.00155043602,0.00155043602,0,0,0,1,Failed,,FALSE
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ","every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0.9510129094,0.9510129094,1,1,0,1,Skipped,,
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0.8070779443,0.8070779443,1,1,0,1,Skipped,,
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ","it can not be liked , even on the level that one enjoys a bad slasher film , especially because it is dull . ",0.0007205605507,0.0007810592651,0,0,0,8,Failed,,TRUE
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ","despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature film , the genre that charges full admission and get hyped on television and purports to amuse small children and ostensible adults . ",0.0152951479,0.03395056725,0,0,0,8,Failed,,TRUE
it 's just filler . ,it 's just filler . ,0.001687169075,0.001687169075,0,0,0,1,Failed,,FALSE
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,a classic romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0.005879223347,0.9926668406,0,1,0,15,Successful,Negative,
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ","one of those pictures whose promising , if somewhat precious , premise is undercut by amateurish execution . ",0.001532018185,0.001581192017,0,0,0,3,Failed,,TRUE
"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ","the humor is always as sharp , the effects not as innovative , nor the stories as imaginative as in the original . ",0.001098394394,0.07182377577,0,0,0,19,Failed,,TRUE
director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,director uwe boll and the actors provide scant cause to care in this crude '60s throwback . ,0.0009456276894,0.001362025738,0,0,0,7,Failed,,TRUE
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ","... a story we have just seen on the major screen before , and it 's a story that we as americans , and human beings , should know . ",0.001434504986,0.02998548746,1,1,1,20,Failed,,TRUE
