original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ","nonsensical , drab `` cyber-horror '' flick is a dusky , hollow workouts in flat frightens and bad acting . ",0.0006487965584,0.001003086567,0,0,0,26,Failed,
big fat waste of time . ,big fat waste of moment . ,0.001325488091,0.001362621784,0,0,0,13,Failed,
"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ","professionally speaking , it 's alluring to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0.004980921745,0.8784098029,0,1,0,4,Successful,
fancy a real downer ? ,fancy a true downer ? ,0.01071691513,0.11138767,0,0,0,4,Failed,
"instead , he shows them the respect they are due . ","instead , he showing them the respect they are due . ",0.06107515097,0.6151912212,1,0,1,22,Successful,
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ","first-time writer-director serry shows a impressive gift for storytelling with this relocating , efficient small film . ",0.0002415776253,0.0002666115761,1,1,1,36,Failed,
vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0.8484707475,0.8484707475,1,1,0,1,Skipped,
puts a human face on a land most westerners are unfamiliar with . ,poses a humans encounter on a land most westerner are unfamiliar with . ,0.0009093284607,0.06537938118,1,1,1,15,Failed,
makes for a pretty unpleasant viewing experience . ,makes for a quite nasty viewing experience . ,0.001103878021,0.002230286598,0,0,0,4,Failed,
ahhhh ... revenge is sweet ! ,ahhhhh ... revenge is sweet ! ,0.01076638699,0.01406490803,1,1,1,11,Failed,
"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . ","highbrow self-appointed guardians of culture need not implementing , but those who loved cool as ice have at latter find a dignified follow-up . ",0.008966863155,0.6981445551,1,0,1,22,Successful,
"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ","nine queens is not only than a appallingly able infancy and genre piece , but also a snapshot of a unsafe political situation on the verge of coming to a head . ",0.0008935332298,0.04714888334,1,1,1,26,Failed,
like you could n't smell this turkey rotting from miles away . ,like you would n't odor this turkey decomposing from miles away . ,0.006298780441,0.03415745497,0,0,0,12,Failed,
the performances take the movie to a higher level . ,the performances taking the movie to a higher grades . ,0.0004158616066,0.007804989815,1,1,1,8,Failed,
davis ... is so enamored of her own creation that she ca n't see how insufferable the character is . ,davis ... is so enamoured of her own creation that she ca n't see how insufferable the character is . ,0.24535501,0.7505520582,0,1,0,3,Successful,
... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ,... takes the beaut of baseball and melds it with a story that could touch nobody irrespective of their familiarity with the sport ,0.0006173849106,0.3399530053,1,1,1,14,Failed,
"against all odds in heaven and hell , it creeped me out just fine . ","against all probabilities in heavens and hell , it creeped me out just fine . ",0.05758535862,0.1344597936,1,1,1,4,Failed,
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor . ","as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with small of the nervy originality of its groundbreaking small-screen progenitor . ",0.07223379612,0.99769485,0,1,0,3,Successful,
"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . ","there 's really only one good idea in this movies , but the director manages with it and presented it with an eventful visual panache . ",0.0006047487259,0.001507163048,1,1,1,23,Failed,
"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks . ","the so-inept - it 's - unreal dubbing ( features the voices of glenn close , regis philbin and breckin meyer ) brings back memento of cheesy former godzilla flicks . ",0.002586305141,0.005935132504,0,0,0,27,Failed,
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ","without non-stop techno or the existential overtones of a kieslowski morality tales , maelström is just another winters sleepers . ",0.08423411846,0.2914440632,0,0,0,20,Failed,
an unclassifiably awful study in self - and audience-abuse . ,an unclassifiably frightful studies in self - and audience-abuse . ,0.0007463097572,0.005289912224,0,0,0,15,Failed,
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,the moviegoing comparable of going to a banquet party and being compelled to watch the host and homemaker 's home video of their baby 's birth . ,0.00860530138,0.1175426245,0,0,0,23,Failed,
"kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth . ","kinnear does n't aims for our sympathies , but rather offerings a performance of staggering skill and depth . ",0.0005553364754,0.001138210297,1,1,1,20,Failed,
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,few cinematography catching so quite the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,0.000549018383,0.9309943914,1,0,1,21,Successful,
"it is amusing , and that 's all it needs to be . ","it is amusing , and that 's all it needs to be . ",0.002539932728,0.002539932728,1,1,1,9,Failed,
"challenging , intermittently engrossing and unflaggingly creative . ","defying , intermittently engrossing and unflaggingly creative . ",0.001129806042,0.005904078484,1,1,1,2,Failed,
for the most part stevens glides through on some solid performances and witty dialogue . ,for the most part stevens glides through on some solid performances and witty dialogue . ,0.0005311369896,0.0005311369896,1,1,1,11,Failed,
this flick is about as cool and crowd-pleasing as a documentary can get . ,this flick is about as cool and crowd-pleasing as a documentary can get . ,0.993126452,0.993126452,0,0,1,1,Skipped,
nervous breakdowns are not entertaining . ,nervous breakdowns are not entertain . ,0.001055657864,0.001874387264,0,0,0,3,Failed,
"writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . ","writer-director 's mehta 's endeavours has shitloads of charm and the whimsy is in the amalgam , the intoxicating masala , of cultures and film genus . ",0.0003755092621,0.0009108781815,1,1,1,17,Failed,
"excessive , profane , packed with cartoonish violence and comic-strip characters . ","flamboyant , profane , packed with cartoonish violence and comic-strip characters . ",0.002733707428,0.9282744527,0,1,0,3,Successful,
a taut psychological thriller that does n't waste a moment of its two-hour running time . ,a strained psychological thrillers that does n't squandering a moment of its two-hour execution time . ,0.000419318676,0.004065871239,1,1,1,14,Failed,
burns never really harnesses to full effect the energetic cast . ,burns never truthfully harnessing to full effects the energetic cast . ,0.006894886494,0.01864993572,0,0,0,7,Failed,
just embarrassment and a vague sense of shame . ,just embarrassment and a vague feeling of embarrassment . ,0.002178788185,0.003948628902,0,0,0,14,Failed,
"still , as a visual treat , the film is almost unsurpassed . ","still , as a visual address , the film is roughly unsurpassed . ",0.003015816212,0.7901249528,1,0,1,11,Successful,
