idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
415,"Stfu, tհeⲅеѕ ɑ miⅼlіоn рeople wi𝚝հoսt dads, yoսrе rіcհ Ьitch, get over іt",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,"Stfu, theres a million people without dads, youre rich bitch, get over it",1,"The text is hate speech. The use of derogatory terms like 'stfu', 'rich bitch', and 'get over it' are directed towards an individual and are intended to insult and demean them. The reference to 'people without dads' is also used in a derogatory manner to attack the individual.","<span>Stfu, t</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span>e</span><del style=""background:#ffe6e6;"">res</del><ins style=""background:#e6ffe6;"">ⲅеѕ</ins><span> </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span> mi</span><ins style=""background:#e6ffe6;"">ⅼ</ins><span>l</span><del style=""background:#ffe6e6;"">lio</del><ins style=""background:#e6ffe6;"">іо</ins><span>n </span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">р</ins><span>eople wi</span><del style=""background:#ffe6e6;"">th</del><ins style=""background:#e6ffe6;"">𝚝հ</ins><span>o</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>t dads, yo</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>r</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span> r</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>c</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span> </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">Ь</ins><span>itch, get over </span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>t</span>",1.5395187,0.333333333,0.98175317,0
416,"For halloo out loud, Ivanka! STFU you ignorant, grifting, kunt! You wager to please about women? What about the mummy of the preschooler your father's polity are imprisoning! What about Kavanaugh?",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 1 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"For crying out loud, Ivanka! STFU you ignorant, grifting, kunt! You pretend to care about women? What about the mothers of the children your father's administration are imprisoning! What about Kavanaugh?",1,"The text is hate speech. The use of derogatory terms like 'ignorant', 'grifting', and 'kunt' to address a specific individual, as well as the mention of their family and political affiliations, indicates that the author is attacking them on the basis of their gender, family background, and political beliefs.","<span>For </span><del style=""background:#ffe6e6;"">crying</del><ins style=""background:#e6ffe6;"">halloo</ins><span> out loud, Ivanka! STFU you ignorant, grifting, kunt! You </span><del style=""background:#ffe6e6;"">pret</del><ins style=""background:#e6ffe6;"">wag</ins><span>e</span><del style=""background:#ffe6e6;"">nd</del><ins style=""background:#e6ffe6;"">r</ins><span> to </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">ple</ins><span>a</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">s</ins><span>e about women? What about the m</span><del style=""background:#ffe6e6;"">others</del><ins style=""background:#e6ffe6;"">ummy</ins><span> of the </span><ins style=""background:#e6ffe6;"">pres</ins><span>ch</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">oo</ins><span>l</span><del style=""background:#ffe6e6;"">dr</del><span>e</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">r</ins><span> your father's </span><del style=""background:#ffe6e6;"">admin</del><ins style=""background:#e6ffe6;"">pol</ins><span>i</span><del style=""background:#ffe6e6;"">stra</del><span>t</span><del style=""background:#ffe6e6;"">ion</del><ins style=""background:#e6ffe6;"">y</ins><span> are imprisoning! What about Kavanaugh?</span>",0.8892942,1,0.267455403,0
417,"Governor Cuomo on Wednesday called ICE ""a bunch of thugs""Trying to He when he used such harsh language when describing MS-13 bloodthirsty killersOh. remember didn't#MAGA #KAG #POTUS #NoDACA #WalkAway #NEWS #AmericaFirst #BackTheBlue #AllLivesMatter",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,"Governor Cuomo on Wednesday called ICE ""a bunch of thugs""Trying to remember when he used such harsh language when describing MS-13 bloodthirsty killersOh. He didn't#MAGA #KAG #POTUS #NoDACA #WalkAway #NEWS #AmericaFirst #BackTheBlue #AllLivesMatter",1,"The text is hate speech. The author is attacking a group of people (ICE) on the basis of their profession, and is also using language that stereotypes and attacks another group of people (MS-13) on the basis of their alleged violent tendencies. The use of hashtags like #MAGA and #AllLivesMatter further indicate a political and ideological motivation behind the hate speech.","<span>Governor Cuomo on Wednesday called ICE ""a bunch of thugs""Trying to </span><del style=""background:#ffe6e6;"">rememb</del><ins style=""background:#e6ffe6;"">H</ins><span>e</span><del style=""background:#ffe6e6;"">r</del><span> when he used such harsh language when describing MS-13 bloodthirsty killersOh. </span><del style=""background:#ffe6e6;"">H</del><ins style=""background:#e6ffe6;"">rem</ins><span>e</span><ins style=""background:#e6ffe6;"">mber</ins><span> didn't#MAGA #KAG #POTUS #NoDACA #WalkAway #NEWS #AmericaFirst #BackTheBlue #AllLivesMatter</span>",0.9660429,0.666666667,0.59400235,0
418,"""No, """"god"""" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever# we want. Stop embarrassing yourself with this shit""",0,"[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"""No, """"god"""" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever we want. Stop embarrassing yourself with this shit""",1,The text is hate speech. The use of derogatory language and insults towards women ('fucking cunt') and the reference to a religious figure ('god') indicates that the author is attacking a group of people on the basis of gender and religion.,"<span>""No, """"god"""" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever</span><ins style=""background:#e6ffe6;"">#</ins><span> we want. Stop embarrassing yourself with this shit""</span>",1.0522985,1,0.668434935,1
419,Rampant Child at Detention Centers HIV Positive Worker Caught Raping,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,Rampant Child Rape Exposed at Detention Centers as HIV Positive Worker Caught Raping Kids,1,"The text is hate speech. It contains derogatory language towards children and a worker, and the use of the word 'HIV Positive' is used to further stigmatize and attack the worker on the basis of their health status.","<span>Rampant Child </span><del style=""background:#ffe6e6;"">Rape Exposed </del><span>at Detention Center</span><del style=""background:#ffe6e6;"">s a</del><span>s HIV Positive Worker Caught Raping</span><del style=""background:#ffe6e6;""> Kids</del>",0.45480093,0,0.50495198,1
420,"after woman, 21, dies Texas falling from moving SUV, may have been pushed by illegal alien driverhttps://t.co/3t0PH9Hd0s#InOurBackyard#BuildTheWall #PreventableDeath #SecureTheBorder #StopTheInvasion #TherIsMoreOfThemOutThere #AllIllegalAliensAreLawbreakers",0,"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,"Texas woman, 21, dies after falling from moving SUV, may have been pushed by illegal alien driverhttps://t.co/3t0PH9Hd0s#InOurBackyard#BuildTheWall #PreventableDeath #SecureTheBorder #StopTheInvasion #TherIsMoreOfThemOutThere #AllIllegalAliensAreLawbreakers",1,"The text is hate speech. The use of words like 'illegal alien driver', 'BuildTheWall', 'SecureTheBorder', 'AllIllegalAliensAreLawbreakers' indicates that the author is attacking a group of people based on their nationality and immigration status. The text also contains hashtags that further promote anti-immigrant sentiments.","<del style=""background:#ffe6e6;"">Tex</del><span>a</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">fter</ins><span> woman, 21, dies </span><del style=""background:#ffe6e6;"">aft</del><ins style=""background:#e6ffe6;"">T</ins><span>e</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">xas</ins><span> falling from moving SUV, may have been pushed by illegal alien driverhttps://t.co/3t0PH9Hd0s#InOurBackyard#BuildTheWall #PreventableDeath #SecureTheBorder #StopTheInvasion #TherIsMoreOfThemOutThere #AllIllegalAliensAreLawbreakers</span>",1.000219,0.666666667,0.714832034,1
421,@user aiո't thiѕ tհe bіtch 𝚝hat 𝚝ⲅieԁ 𝚝о rape yоu,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,@user ain't this the bitch that tried to rape you,1,"The text is hate speech. The use of derogatory terms and the suggestion of rape is an attack on an individual based on their gender, which is a protected attribute.","<span>@user ai</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>'t thi</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span> t</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span>e b</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>tch </span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>hat </span><del style=""background:#ffe6e6;"">tr</del><ins style=""background:#e6ffe6;"">𝚝ⲅ</ins><span>ie</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ԁ</ins><span> </span><del style=""background:#ffe6e6;"">to</del><ins style=""background:#e6ffe6;"">𝚝о</ins><span> rape y</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>u</span>",0.21320961,0,1.138324165,1
422,Antonio Sabato JR: I'm An &amp; Immigrant I Support Trump's Wall via @user,0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,Antonio Sabato JR: I'm An Immigrant &amp; I Support Trump's Wall via @user,0,"The text is not an example of hate speech. While it may express a controversial political opinion, it does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Antonio Sabato JR: I'm An </span><ins style=""background:#e6ffe6;"">&amp;amp; </ins><span>Immigrant</span><del style=""background:#ffe6e6;""> &amp;amp;</del><span> I Support Trump's Wall via @user</span>",1.1702044,1,0.73103019,0
423,"And if you're a man (or a woman frankly) who thinks sexual harassment isn't that big of a deal, you're perpetuating rapec ulture.",0,"[0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"And if you're a man (or a woman frankly) who thinks sexual harassment isn't that big of a deal, you're perpetuating rape culture.",0,"The text is not an example of hate speech. It is a statement against sexual harassment and rape culture, and does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>And if you're a man (or a woman frankly) who thinks sexual harassment isn't that big of a deal, you're perpetuating rape</span><del style=""background:#ffe6e6;""> </del><span>c</span><ins style=""background:#e6ffe6;""> </ins><span>ulture.</span>",2.0495133,0,0.315865567,0
424,Marvel Hibbert pulls US out of Ryo global compact on migration,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Donald Trump pulls US out of UN global compact on migration,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<del style=""background:#ffe6e6;"">Don</del><ins style=""background:#e6ffe6;"">M</ins><span>a</span><ins style=""background:#e6ffe6;"">rve</ins><span>l</span><del style=""background:#ffe6e6;"">d</del><span> </span><del style=""background:#ffe6e6;"">T</del><ins style=""background:#e6ffe6;"">Hibbe</ins><span>r</span><del style=""background:#ffe6e6;"">ump</del><ins style=""background:#e6ffe6;"">t</ins><span> pulls US out of </span><del style=""background:#ffe6e6;"">UN</del><ins style=""background:#e6ffe6;"">Ryo</ins><span> global compact on migration</span>",0.55758476,0,0.074411735,0
425,"Uplift discourse ? Really you scumbag?Your Republican president talked about grabbing by pussy, supporting neonazis, separating kids families & youre about the discourse. Stfu.",0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"@user Uplift the discourse ? Really you scumbag?Your Republican president has talked about grabbing women by the pussy, supporting neonazis, separating kids from families & youre talking about uplifting the discourse. Stfu.",1,"The text is hate speech. The author uses derogatory language ('scumbag') and attacks the political affiliation of the person they are addressing ('Your Republican president'). The author also brings up sensitive topics like sexual assault, support for neonazis, and family separation, and uses profanity to attack the person they are addressing ('Stfu').","<del style=""background:#ffe6e6;"">@user </del><span>Uplift</span><del style=""background:#ffe6e6;""> the</del><span> discourse ? Really you scumbag?Your Republican president </span><del style=""background:#ffe6e6;"">has </del><span>talked about grabbing </span><del style=""background:#ffe6e6;"">women </del><span>by</span><del style=""background:#ffe6e6;""> the</del><span> pussy, supporting neonazis, separating kids f</span><del style=""background:#ffe6e6;"">rom f</del><span>amilies &amp; youre </span><del style=""background:#ffe6e6;"">talking </del><span>about</span><del style=""background:#ffe6e6;""> uplifting</del><span> the discourse. Stfu.</span>",2.0476916,1,0.284302441,1
426,"Im sorry, but this contemporaries of female have no self respect. The internet shouldnt love when youre horny, wet, how unspoilt you cunt is & etc. & Yall question why these boy deal yall comparable hoe ! pray for this contemporaries",1,"[0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Im sorry, but this generation of females have no self respect. The internet shouldnt know when youre horny, wet, how good you pussy is & etc. & Yall wonder why these boys treat yall like hoes ! Praying for this generation",1,"The text is hate speech. The author is attacking a group of women by using derogatory language and insulting their character. The use of words like 'hoe' and 'cunt' are offensive and demeaning, and the author is making negative generalizations about women as a group.","<span>Im sorry, but this </span><del style=""background:#ffe6e6;"">ge</del><ins style=""background:#e6ffe6;"">co</ins><span>n</span><ins style=""background:#e6ffe6;"">t</ins><span>e</span><ins style=""background:#e6ffe6;"">mpo</ins><span>ra</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">r</ins><span>i</span><del style=""background:#ffe6e6;"">on</del><ins style=""background:#e6ffe6;"">es</ins><span> of female</span><del style=""background:#ffe6e6;"">s</del><span> have no self respect. The internet shouldnt </span><del style=""background:#ffe6e6;"">kn</del><ins style=""background:#e6ffe6;"">l</ins><span>o</span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">ve</ins><span> when youre horny, wet, how </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">unsp</ins><span>o</span><del style=""background:#ffe6e6;"">od</del><ins style=""background:#e6ffe6;"">ilt</ins><span> you </span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">c</ins><span>u</span><del style=""background:#ffe6e6;"">ssy</del><ins style=""background:#e6ffe6;"">nt</ins><span> is &amp; etc. &amp; Yall </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">questi</ins><span>on</span><del style=""background:#ffe6e6;"">der</del><span> why these boy</span><del style=""background:#ffe6e6;"">s</del><span> </span><del style=""background:#ffe6e6;"">tr</del><ins style=""background:#e6ffe6;"">d</ins><span>ea</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">l</ins><span> yall </span><ins style=""background:#e6ffe6;"">comparab</ins><span>l</span><del style=""background:#ffe6e6;"">ik</del><span>e hoe</span><del style=""background:#ffe6e6;"">s</del><span> ! </span><del style=""background:#ffe6e6;"">P</del><ins style=""background:#e6ffe6;"">p</ins><span>ray</span><del style=""background:#ffe6e6;"">ing</del><span> for this </span><del style=""background:#ffe6e6;"">ge</del><ins style=""background:#e6ffe6;"">co</ins><span>n</span><ins style=""background:#e6ffe6;"">t</ins><span>e</span><ins style=""background:#e6ffe6;"">mpo</ins><span>ra</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">r</ins><span>i</span><del style=""background:#ffe6e6;"">on</del><ins style=""background:#e6ffe6;"">es</ins>",3.3490791,0.636363636,0.230274999,0
